t,U
0.00777,-1.69640914
0.00778,-0.54498593
0.00779,0.69999658
0.00780,-0.55070882
0.00781,-1.69595276
0.00782,-0.35391890
0.00783,0.68430340
0.00784,-0.74052439
0.00785,-1.66512258
0.00786,-0.16656192
0.00787,0.63853227
0.00788,-0.92423131
0.00789,-1.60470158
0.00790,0.01232669
0.00791,0.56384565
0.00792,-1.09716397
0.00793,-1.51622430
0.00794,0.17820365
0.00795,0.46214037
0.00796,-1.25493035
0.00797,-1.40193781
0.00798,0.32685616
0.00799,0.33599945
0.00800,-1.39352365
0.00801,-1.26474465
0.00802,0.45450886
0.00803,0.18862652
0.00804,-1.50942398
0.00805,-1.10812914
0.00806,0.55791975
0.00807,0.02376442
0.00808,-1.59968780
0.00809,-0.93606888
0.00810,0.63446248
0.00811,-0.15439980
0.00812,-1.66202267
0.00813,-0.75293371
0.00814,0.68219308
0.00815,-0.34134129
0.00816,-1.69484546
0.00817,-0.56337473
0.00818,0.69989933
0.00819,-0.53231226
0.00820,-1.69732256
0.00821,-0.37220622
0.00822,0.68713153
0.00823,-0.72246260
0.00824,-1.66939106
0.00825,-0.18428331
0.00826,0.64421397
0.00827,-0.90696301
0.00828,-1.61176035
0.00829,-0.00437871
0.00830,0.57223661
0.00831,-1.08112772
0.00832,-1.52589408
0.00833,0.16293852
0.00834,0.47302748
0.00835,-1.24053343
0.00836,-1.41397301
0.00837,0.31341899
0.00838,0.34910622
0.00839,-1.38113169
0.00840,-1.27883962
0.00841,0.44324092
0.00842,0.20362006
0.00843,-1.49935171
0.00844,-1.12392591
0.00845,0.54910721
0.00846,0.04026395
0.00847,-1.59219102
0.00848,-0.95316625
0.00849,0.62832915
0.00850,-0.13681333
0.00851,-1.65729178
0.00852,-0.77089745
0.00853,0.67889473
0.00854,-0.32311452
0.00855,-1.69300062
0.00856,-0.58174862
0.00857,0.69951973
0.00858,-0.51390810
0.00859,-1.69841062
0.00860,-0.39052362
0.00861,0.68968033
0.00862,-0.70434846
0.00863,-1.67338439
0.00864,-0.20207900
0.00865,0.64962642
0.00866,-0.88959895
0.00867,-1.61855752
0.00868,-0.02120073
0.00869,0.58037526
0.00870,-1.06495472
0.00871,-1.53532246
0.00872,0.14751740
0.00873,0.48368563
0.00874,-1.22596225
0.00875,-1.42579315
0.00876,0.29979042
0.00877,0.36201318
0.00878,-1.36853240
0.00879,-1.29275132
0.00880,0.43175103
0.00881,0.21844804
0.00882,-1.48904428
0.00883,-1.13957586
0.00884,0.54004781
