t,U
0.01147,-0.35297700
0.01148,-0.68884846
0.01149,-0.40008784
0.01150,0.81858441
0.01151,-0.89062521
0.01152,-1.17683608
0.01153,1.73753959
0.01154,1.06967157
0.01155,-0.57565283
0.01156,-0.56283028
0.01157,0.66436289
0.01158,-0.79692895
0.01159,-0.79536988
0.01160,-0.69312752
0.01161,1.59309878
0.01162,0.41377045
0.01163,-2.27521825
0.01164,-0.52190802
0.01165,0.47124482
0.01166,0.00401093
0.01167,-0.42151816
0.01168,-0.91868720
0.01169,1.91610795
0.01170,-0.12043213
0.01171,-1.71234717
0.01172,0.37646471
0.01173,1.02177726
0.01174,0.67800415
0.01175,0.35692407
0.01176,-0.64294789
0.01177,1.10438807
0.01178,-0.15200556
0.01179,-0.68003995
0.01180,-0.74930650
0.01181,1.18600619
0.01182,-0.75550496
0.01183,-0.76598220
0.01184,0.24659676
0.01185,1.32729701
0.01186,-0.61567081
0.01187,-0.81595098
0.01188,0.51424167
0.01189,1.02398042
0.01190,-0.75848154
0.01191,-0.72871195
0.01192,1.46413231
0.01193,0.53792635
0.01194,-0.82137144
0.01195,-0.01937391
0.01196,0.96450646
0.01197,1.99741329
0.01198,0.23887206
0.01199,-1.44484715
0.01200,0.46241129
0.01201,-0.29034548
0.01202,-2.82766638
0.01203,-0.49265234
0.01204,1.40907544
0.01205,0.64761641
0.01206,-1.69611261
0.01207,0.50325688
0.01208,0.58704881
0.01209,0.01290639
0.01210,-1.19959582
0.01211,0.71865019
0.01212,1.69117888
0.01213,-0.07000537
0.01214,-1.44390027
0.01215,0.56284745
